Textbox6,KOD_NAZWA_KRAJ,ROK3,KOD_NAZWA_KRAJ3,WARTOŚĆ3
Kraje,ME - Czarnogóra,2011,Wartość importu towarów według krajów wysyłki,"15 576,0"
Kraje,ME - Czarnogóra,2012,Wartość importu towarów według krajów wysyłki,"18 453,7"
Kraje,ME - Czarnogóra,2013,Wartość importu towarów według krajów wysyłki,"18 314,2"
Kraje,ME - Czarnogóra,2014,Wartość importu towarów według krajów wysyłki,"129 584,5"
Kraje,ME - Czarnogóra,2015,Wartość importu towarów według krajów wysyłki,"33 330,7"
Kraje,ME - Czarnogóra,2016,Wartość importu towarów według krajów wysyłki,"132 762,9"
Kraje,ME - Czarnogóra,2017,Wartość importu towarów według krajów wysyłki,"71 687,3"
Kraje,ME - Czarnogóra,2018,Wartość importu towarów według krajów wysyłki,"78 424,9"
Kraje,ME - Czarnogóra,2019,Wartość importu towarów według krajów wysyłki,"96 681,5"
Kraje,ME - Czarnogóra,2020,Wartość importu towarów według krajów wysyłki,"64 455,1"
Kraje,ME - Czarnogóra,2021,Wartość importu towarów według krajów wysyłki,"68 643,4"
Kraje,ME - Czarnogóra,2022,Wartość importu towarów według krajów wysyłki,"265 453,5"
Kraje,ME - Czarnogóra,2010,Wartość usług nabytych,"3 757,2"
Kraje,ME - Czarnogóra,2011,Wartość usług nabytych,"37 747,7"
Kraje,ME - Czarnogóra,2012,Wartość usług nabytych,.
Kraje,ME - Czarnogóra,2013,Wartość usług nabytych,"49 323,1"
Kraje,ME - Czarnogóra,2014,Wartość usług nabytych,"66 545,6"
Kraje,ME - Czarnogóra,2015,Wartość usług nabytych,"71 274,8"
Kraje,ME - Czarnogóra,2016,Wartość usług nabytych,"87 664,6"
Kraje,ME - Czarnogóra,2017,Wartość usług nabytych,"83 508,0"
Kraje,ME - Czarnogóra,2018,Wartość usług nabytych,"94 879,7"
Kraje,ME - Czarnogóra,2019,Wartość usług nabytych,"94 610,7"
Kraje,ME - Czarnogóra,2020,Wartość usług nabytych,"25 901,4"
Kraje,ME - Czarnogóra,2021,Wartość usług nabytych,"54 645,7"
Kraje,ME - Czarnogóra,2022,Wartość usług nabytych,.
Kraje,MG - Madagaskar,2010,Wartość importu towarów według krajów pochodzenia,"9 957,2"
Kraje,MG - Madagaskar,2011,Wartość importu towarów według krajów pochodzenia,"13 259,2"
Kraje,MG - Madagaskar,2012,Wartość importu towarów według krajów pochodzenia,"20 118,0"
Kraje,MG - Madagaskar,2013,Wartość importu towarów według krajów pochodzenia,"15 904,5"
Kraje,MG - Madagaskar,2014,Wartość importu towarów według krajów pochodzenia,"23 815,1"
Kraje,MG - Madagaskar,2015,Wartość importu towarów według krajów pochodzenia,"23 004,6"
Kraje,MG - Madagaskar,2016,Wartość importu towarów według krajów pochodzenia,"27 355,4"
Kraje,MG - Madagaskar,2017,Wartość importu towarów według krajów pochodzenia,"30 589,5"
Kraje,MG - Madagaskar,2018,Wartość importu towarów według krajów pochodzenia,"61 082,3"
Kraje,MG - Madagaskar,2019,Wartość importu towarów według krajów pochodzenia,"56 891,4"
Kraje,MG - Madagaskar,2020,Wartość importu towarów według krajów pochodzenia,"62 647,9"
Kraje,MG - Madagaskar,2021,Wartość importu towarów według krajów pochodzenia,"51 029,9"
Kraje,MG - Madagaskar,2022,Wartość importu towarów według krajów pochodzenia,"78 743,4"
Kraje,MG - Madagaskar,2010,Wartość importu towarów według krajów wysyłki,"756,5"
Kraje,MG - Madagaskar,2011,Wartość importu towarów według krajów wysyłki,"708,2"
Kraje,MG - Madagaskar,2012,Wartość importu towarów według krajów wysyłki,"1 279,8"
Kraje,MG - Madagaskar,2013,Wartość importu towarów według krajów wysyłki,"843,2"
Kraje,MG - Madagaskar,2014,Wartość importu towarów według krajów wysyłki,"3 916,0"
Kraje,MG - Madagaskar,2015,Wartość importu towarów według krajów wysyłki,"1 288,9"
Kraje,MG - Madagaskar,2016,Wartość importu towarów według krajów wysyłki,"792,9"
Kraje,MG - Madagaskar,2017,Wartość importu towarów według krajów wysyłki,"858,3"
Kraje,MG - Madagaskar,2018,Wartość importu towarów według krajów wysyłki,"1 580,7"
Kraje,MG - Madagaskar,2019,Wartość importu towarów według krajów wysyłki,"1 417,6"
Kraje,MG - Madagaskar,2020,Wartość importu towarów według krajów wysyłki,"1 794,9"
Kraje,MG - Madagaskar,2021,Wartość importu towarów według krajów wysyłki,"7 643,4"
Kraje,MG - Madagaskar,2022,Wartość importu towarów według krajów wysyłki,"5 936,7"
Kraje,MG - Madagaskar,2010,Wartość usług nabytych,.
Kraje,MG - Madagaskar,2011,Wartość usług nabytych,"120,0"
Kraje,MG - Madagaskar,2012,Wartość usług nabytych,"200,1"
Kraje,MG - Madagaskar,2013,Wartość usług nabytych,"118,0"
Kraje,MG - Madagaskar,2014,Wartość usług nabytych,.
Kraje,MG - Madagaskar,2015,Wartość usług nabytych,.
Kraje,MG - Madagaskar,2016,Wartość usług nabytych,.
Kraje,MG - Madagaskar,2017,Wartość usług nabytych,"2 442,1"
Kraje,MG - Madagaskar,2018,Wartość usług nabytych,"2 283,9"
Kraje,MG - Madagaskar,2019,Wartość usług nabytych,"5 783,2"
Kraje,MG - Madagaskar,2020,Wartość usług nabytych,"2 592,6"
Kraje,MG - Madagaskar,2021,Wartość usług nabytych,"1 723,0"
Kraje,MG - Madagaskar,2022,Wartość usług nabytych,.
Kraje,MK - Macedonia,2010,Wartość importu towarów według krajów pochodzenia,"92 177,0"
Kraje,MK - Macedonia,2011,Wartość importu towarów według krajów pochodzenia,"105 399,4"
Kraje,MK - Macedonia,2012,Wartość importu towarów według krajów pochodzenia,"91 492,1"
Kraje,MK - Macedonia,2013,Wartość importu towarów według krajów pochodzenia,"74 243,9"
Kraje,MK - Macedonia,2014,Wartość importu towarów według krajów pochodzenia,"100 537,0"
Kraje,MK - Macedonia,2015,Wartość importu towarów według krajów pochodzenia,"142 023,3"
Kraje,MK - Macedonia,2016,Wartość importu towarów według krajów pochodzenia,"308 722,6"
Kraje,MK - Macedonia,2017,Wartość importu towarów według krajów pochodzenia,"547 012,6"
Kraje,MK - Macedonia,2018,Wartość importu towarów według krajów pochodzenia,"802 759,0"
Kraje,MK - Macedonia,2019,Wartość importu towarów według krajów pochodzenia,"1 124 919,6"
Kraje,MK - Macedonia,2020,Wartość importu towarów według krajów pochodzenia,"1 261 708,7"
Kraje,MK - Macedonia,2021,Wartość importu towarów według krajów pochodzenia,"1 121 022,1"
Kraje,MK - Macedonia,2022,Wartość importu towarów według krajów pochodzenia,"1 627 094,6"
Kraje,MK - Macedonia,2010,Wartość importu towarów według krajów wysyłki,"70 684,6"
Kraje,MK - Macedonia,2011,Wartość importu towarów według krajów wysyłki,"79 243,0"
Kraje,MK - Macedonia,2012,Wartość importu towarów według krajów wysyłki,"69 595,2"
Kraje,MK - Macedonia,2013,Wartość importu towarów według krajów wysyłki,"56 858,8"
Kraje,MK - Macedonia,2014,Wartość importu towarów według krajów wysyłki,"55 806,9"
Kraje,MK - Macedonia,2015,Wartość importu towarów według krajów wysyłki,"101 482,5"
Kraje,MK - Macedonia,2016,Wartość importu towarów według krajów wysyłki,"114 841,0"
Kraje,MK - Macedonia,2017,Wartość importu towarów według krajów wysyłki,"181 365,5"
Kraje,MK - Macedonia,2018,Wartość importu towarów według krajów wysyłki,"218 502,1"
Kraje,MK - Macedonia,2019,Wartość importu towarów według krajów wysyłki,"219 215,7"
Kraje,MK - Macedonia,2020,Wartość importu towarów według krajów wysyłki,"246 328,8"
Kraje,MK - Macedonia,2021,Wartość importu towarów według krajów wysyłki,"292 298,3"
Kraje,MK - Macedonia,2022,Wartość importu towarów według krajów wysyłki,"363 955,2"
Kraje,MK - Macedonia,2010,Wartość usług nabytych,"27 707,1"
Kraje,MK - Macedonia,2011,Wartość usług nabytych,"16 939,2"
Kraje,MK - Macedonia,2012,Wartość usług nabytych,"8 892,7"
Kraje,MK - Macedonia,2013,Wartość usług nabytych,"12 915,6"
Kraje,MK - Macedonia,2014,Wartość usług nabytych,"34 732,3"
Kraje,MK - Macedonia,2015,Wartość usług nabytych,"47 223,5"
Kraje,MK - Macedonia,2016,Wartość usług nabytych,"48 346,3"
Kraje,MK - Macedonia,2017,Wartość usług nabytych,"61 232,9"
Kraje,MK - Macedonia,2018,Wartość usług nabytych,"85 183,5"
Kraje,MK - Macedonia,2019,Wartość usług nabytych,"74 275,1"
Kraje,MK - Macedonia,2020,Wartość usług nabytych,"39 159,1"
Kraje,MK - Macedonia,2021,Wartość usług nabytych,"118 594,4"
Kraje,MK - Macedonia,2022,Wartość usług nabytych,.
Kraje,MT - Malta,2010,Wartość importu towarów według krajów pochodzenia,"138 923,0"
Kraje,MT - Malta,2011,Wartość importu towarów według krajów pochodzenia,"151 668,4"
Kraje,MT - Malta,2012,Wartość importu towarów według krajów pochodzenia,"117 527,8"
Kraje,MT - Malta,2013,Wartość importu towarów według krajów pochodzenia,"109 488,1"
Kraje,MT - Malta,2014,Wartość importu towarów według krajów pochodzenia,"180 129,8"
Kraje,MT - Malta,2015,Wartość importu towarów według krajów pochodzenia,"113 829,3"
Kraje,MT - Malta,2016,Wartość importu towarów według krajów pochodzenia,"112 086,0"
Kraje,MT - Malta,2017,Wartość importu towarów według krajów pochodzenia,"175 914,3"
Kraje,MT - Malta,2018,Wartość importu towarów według krajów pochodzenia,"204 066,2"
Kraje,MT - Malta,2019,Wartość importu towarów według krajów pochodzenia,"234 752,1"
Kraje,MT - Malta,2020,Wartość importu towarów według krajów pochodzenia,"230 991,8"
Kraje,MT - Malta,2021,Wartość importu towarów według krajów pochodzenia,"247 568,9"
Kraje,MT - Malta,2022,Wartość importu towarów według krajów pochodzenia,"283 718,6"
Kraje,MT - Malta,2010,Wartość importu towarów według krajów wysyłki,"98 417,4"
Kraje,MT - Malta,2011,Wartość importu towarów według krajów wysyłki,"108 013,2"
Kraje,MT - Malta,2012,Wartość importu towarów według krajów wysyłki,"63 315,9"
Kraje,MT - Malta,2013,Wartość importu towarów według krajów wysyłki,"70 299,2"
Kraje,MT - Malta,2014,Wartość importu towarów według krajów wysyłki,"198 114,8"
Kraje,MT - Malta,2015,Wartość importu towarów według krajów wysyłki,"163 511,5"
Kraje,MT - Malta,2016,Wartość importu towarów według krajów wysyłki,"171 062,7"
Kraje,MT - Malta,2017,Wartość importu towarów według krajów wysyłki,"288 707,4"
Kraje,MT - Malta,2018,Wartość importu towarów według krajów wysyłki,"325 005,6"
Kraje,MT - Malta,2019,Wartość importu towarów według krajów wysyłki,"350 973,6"
Kraje,MT - Malta,2020,Wartość importu towarów według krajów wysyłki,"380 393,8"
Kraje,MT - Malta,2021,Wartość importu towarów według krajów wysyłki,"566 707,1"
Kraje,MT - Malta,2022,Wartość importu towarów według krajów wysyłki,"631 260,3"
Kraje,MT - Malta,2010,Wartość usług nabytych,"195 906,9"
Kraje,MT - Malta,2011,Wartość usług nabytych,"264 489,1"
Kraje,MT - Malta,2012,Wartość usług nabytych,"194 211,8"
Kraje,MT - Malta,2013,Wartość usług nabytych,"192 005,2"
Kraje,MT - Malta,2014,Wartość usług nabytych,"278 655,6"
Kraje,MT - Malta,2015,Wartość usług nabytych,"433 104,7"
Kraje,MT - Malta,2016,Wartość usług nabytych,"553 080,1"
Kraje,MT - Malta,2017,Wartość usług nabytych,"507 039,1"
Kraje,MT - Malta,2018,Wartość usług nabytych,"578 974,9"
Kraje,MT - Malta,2019,Wartość usług nabytych,"625 319,2"
Kraje,MT - Malta,2020,Wartość usług nabytych,"1 530 265,0"
Kraje,MT - Malta,2021,Wartość usług nabytych,"1 718 829,7"
Kraje,MT - Malta,2022,Wartość usług nabytych,.
Kraje,MX - Meksyk,2010,Wartość importu towarów według krajów pochodzenia,"899 492,2"
Kraje,MX - Meksyk,2011,Wartość importu towarów według krajów pochodzenia,"1 054 951,9"
Kraje,MX - Meksyk,2012,Wartość importu towarów według krajów pochodzenia,"1 125 317,6"
Kraje,MX - Meksyk,2013,Wartość importu towarów według krajów pochodzenia,"1 166 011,0"
Kraje,MX - Meksyk,2014,Wartość importu towarów według krajów pochodzenia,"1 314 872,4"
Kraje,MX - Meksyk,2015,Wartość importu towarów według krajów pochodzenia,"2 067 805,0"
Kraje,MX - Meksyk,2016,Wartość importu towarów według krajów pochodzenia,"2 134 673,0"
Kraje,MX - Meksyk,2017,Wartość importu towarów według krajów pochodzenia,"2 599 959,1"
Kraje,MX - Meksyk,2018,Wartość importu towarów według krajów pochodzenia,"2 806 194,5"
Kraje,MX - Meksyk,2019,Wartość importu towarów według krajów pochodzenia,"2 822 215,0"
Kraje,MX - Meksyk,2020,Wartość importu towarów według krajów pochodzenia,"2 779 466,2"
Kraje,MX - Meksyk,2021,Wartość importu towarów według krajów pochodzenia,"3 237 755,7"
Kraje,MX - Meksyk,2022,Wartość importu towarów według krajów pochodzenia,"4 062 021,4"
Kraje,MX - Meksyk,2010,Wartość importu towarów według krajów wysyłki,"235 487,8"
Kraje,MX - Meksyk,2011,Wartość importu towarów według krajów wysyłki,"370 478,5"
Kraje,MX - Meksyk,2012,Wartość importu towarów według krajów wysyłki,"428 547,3"
Kraje,MX - Meksyk,2013,Wartość importu towarów według krajów wysyłki,"355 158,1"
Kraje,MX - Meksyk,2014,Wartość importu towarów według krajów wysyłki,"443 912,8"
Kraje,MX - Meksyk,2015,Wartość importu towarów według krajów wysyłki,"723 439,4"
Kraje,MX - Meksyk,2016,Wartość importu towarów według krajów wysyłki,"648 171,8"
Kraje,MX - Meksyk,2017,Wartość importu towarów według krajów wysyłki,"801 079,3"
Kraje,MX - Meksyk,2018,Wartość importu towarów według krajów wysyłki,"861 155,1"
Kraje,MX - Meksyk,2019,Wartość importu towarów według krajów wysyłki,"1 011 756,0"
Kraje,MX - Meksyk,2020,Wartość importu towarów według krajów wysyłki,"1 054 538,3"
Kraje,MX - Meksyk,2021,Wartość importu towarów według krajów wysyłki,"1 242 902,9"
Kraje,MX - Meksyk,2022,Wartość importu towarów według krajów wysyłki,"1 371 978,2"
Kraje,MX - Meksyk,2010,Wartość usług nabytych,"57 743,8"
Kraje,MX - Meksyk,2011,Wartość usług nabytych,"31 333,9"
Kraje,MX - Meksyk,2012,Wartość usług nabytych,"67 912,3"
Kraje,MX - Meksyk,2013,Wartość usług nabytych,"59 584,0"
Kraje,MX - Meksyk,2014,Wartość usług nabytych,"103 889,3"
Kraje,MX - Meksyk,2015,Wartość usług nabytych,"160 236,3"
Kraje,MX - Meksyk,2016,Wartość usług nabytych,"118 675,5"
Kraje,MX - Meksyk,2017,Wartość usług nabytych,"172 460,7"
Kraje,MX - Meksyk,2018,Wartość usług nabytych,"149 198,3"
Kraje,MX - Meksyk,2019,Wartość usług nabytych,"145 453,1"
Kraje,MX - Meksyk,2020,Wartość usług nabytych,"93 453,9"
Kraje,MX - Meksyk,2021,Wartość usług nabytych,"174 392,5"
Kraje,MX - Meksyk,2022,Wartość usług nabytych,.
Kraje,NG - Nigeria,2010,Wartość importu towarów według krajów pochodzenia,"34 329,0"
Kraje,NG - Nigeria,2011,Wartość importu towarów według krajów pochodzenia,"67 550,5"
Kraje,NG - Nigeria,2012,Wartość importu towarów według krajów pochodzenia,"63 073,8"
Kraje,NG - Nigeria,2013,Wartość importu towarów według krajów pochodzenia,"74 128,2"
Kraje,NG - Nigeria,2014,Wartość importu towarów według krajów pochodzenia,"74 027,1"
Kraje,NG - Nigeria,2015,Wartość importu towarów według krajów pochodzenia,"69 463,7"
Kraje,NG - Nigeria,2016,Wartość importu towarów według krajów pochodzenia,"179 471,0"
Kraje,NG - Nigeria,2017,Wartość importu towarów według krajów pochodzenia,"114 141,8"
Kraje,NG - Nigeria,2018,Wartość importu towarów według krajów pochodzenia,"890 063,7"
Kraje,NG - Nigeria,2019,Wartość importu towarów według krajów pochodzenia,"2 514 203,9"
Kraje,NG - Nigeria,2020,Wartość importu towarów według krajów pochodzenia,"2 191 593,7"
Kraje,NG - Nigeria,2021,Wartość importu towarów według krajów pochodzenia,"3 581 002,3"
Kraje,NG - Nigeria,2022,Wartość importu towarów według krajów pochodzenia,"2 326 244,2"
Kraje,NG - Nigeria,2010,Wartość importu towarów według krajów wysyłki,"24 935,4"
Kraje,NG - Nigeria,2011,Wartość importu towarów według krajów wysyłki,"48 628,5"
Kraje,NG - Nigeria,2012,Wartość importu towarów według krajów wysyłki,"45 280,4"
Kraje,NG - Nigeria,2013,Wartość importu towarów według krajów wysyłki,"60 166,7"
Kraje,NG - Nigeria,2014,Wartość importu towarów według krajów wysyłki,"64 399,2"
Kraje,NG - Nigeria,2015,Wartość importu towarów według krajów wysyłki,"63 219,2"
Kraje,NG - Nigeria,2016,Wartość importu towarów według krajów wysyłki,"170 642,9"
Kraje,NG - Nigeria,2017,Wartość importu towarów według krajów wysyłki,"102 285,6"
Kraje,NG - Nigeria,2018,Wartość importu towarów według krajów wysyłki,"876 764,2"
Kraje,NG - Nigeria,2019,Wartość importu towarów według krajów wysyłki,"2 504 034,0"
Kraje,NG - Nigeria,2020,Wartość importu towarów według krajów wysyłki,"1 874 660,3"
Kraje,NG - Nigeria,2021,Wartość importu towarów według krajów wysyłki,"3 565 913,7"
Kraje,NG - Nigeria,2022,Wartość importu towarów według krajów wysyłki,"2 315 362,3"
Kraje,NG - Nigeria,2010,Wartość usług nabytych,.
Kraje,NG - Nigeria,2011,Wartość usług nabytych,"2 821,9"
Kraje,NG - Nigeria,2012,Wartość usług nabytych,"9 362,9"
Kraje,NG - Nigeria,2013,Wartość usług nabytych,"5 095,9"
Kraje,NG - Nigeria,2014,Wartość usług nabytych,"4 722,5"
Kraje,NG - Nigeria,2015,Wartość usług nabytych,"12 887,1"
Kraje,NG - Nigeria,2016,Wartość usług nabytych,"11 745,0"
Kraje,NG - Nigeria,2017,Wartość usług nabytych,"163 238,9"
Kraje,NG - Nigeria,2018,Wartość usług nabytych,"8 167,9"
Kraje,NG - Nigeria,2019,Wartość usług nabytych,"4 099,6"
Kraje,NG - Nigeria,2020,Wartość usług nabytych,"5 929,1"
Kraje,NG - Nigeria,2021,Wartość usług nabytych,"7 819,0"
Kraje,NG - Nigeria,2022,Wartość usług nabytych,.
Kraje,NL - Holandia,2010,Wartość importu towarów według krajów pochodzenia,"19 880 484,3"
Kraje,NL - Holandia,2011,Wartość importu towarów według krajów pochodzenia,"23 388 327,1"
Kraje,NL - Holandia,2012,Wartość importu towarów według krajów pochodzenia,"25 204 076,8"
Kraje,NL - Holandia,2013,Wartość importu towarów według krajów pochodzenia,"25 409 405,5"
Kraje,NL - Holandia,2014,Wartość importu towarów według krajów pochodzenia,"26 617 133,9"
Kraje,NL - Holandia,2015,Wartość importu towarów według krajów pochodzenia,"28 526 888,0"
Kraje,NL - Holandia,2016,Wartość importu towarów według krajów pochodzenia,"30 216 525,8"
Kraje,NL - Holandia,2017,Wartość importu towarów według krajów pochodzenia,"33 623 438,0"
Kraje,NL - Holandia,2018,Wartość importu towarów według krajów pochodzenia,"35 232 341,3"
Kraje,NL - Holandia,2019,Wartość importu towarów według krajów pochodzenia,"38 602 114,6"
Kraje,NL - Holandia,2020,Wartość importu towarów według krajów pochodzenia,"40 421 105,5"
Kraje,NL - Holandia,2021,Wartość importu towarów według krajów pochodzenia,"54 749 085,4"
Kraje,NL - Holandia,2022,Wartość importu towarów według krajów pochodzenia,"64 940 211,6"
Kraje,NL - Holandia,2010,Wartość importu towarów według krajów wysyłki,"31 305 127,4"
Kraje,NL - Holandia,2011,Wartość importu towarów według krajów wysyłki,"35 521 269,7"
Kraje,NL - Holandia,2012,Wartość importu towarów według krajów wysyłki,"36 771 572,9"
Kraje,NL - Holandia,2013,Wartość importu towarów według krajów wysyłki,"37 673 614,4"
Kraje,NL - Holandia,2014,Wartość importu towarów według krajów wysyłki,"39 701 029,3"
Kraje,NL - Holandia,2015,Wartość importu towarów według krajów wysyłki,"43 798 587,5"
Kraje,NL - Holandia,2016,Wartość importu towarów według krajów wysyłki,"47 194 283,0"
Kraje,NL - Holandia,2017,Wartość importu towarów według krajów wysyłki,"52 435 308,1"
Kraje,NL - Holandia,2018,Wartość importu towarów według krajów wysyłki,"53 788 715,8"
Kraje,NL - Holandia,2019,Wartość importu towarów według krajów wysyłki,"57 422 359,8"
Kraje,NL - Holandia,2020,Wartość importu towarów według krajów wysyłki,"62 567 980,0"
Kraje,NL - Holandia,2021,Wartość importu towarów według krajów wysyłki,"85 694 791,3"
Kraje,NL - Holandia,2022,Wartość importu towarów według krajów wysyłki,"108 095 975,4"
Kraje,NL - Holandia,2010,Wartość usług nabytych,"4 592 610,6"
Kraje,NL - Holandia,2011,Wartość usług nabytych,"5 019 481,6"
Kraje,NL - Holandia,2012,Wartość usług nabytych,"5 968 857,2"
Kraje,NL - Holandia,2013,Wartość usług nabytych,"5 754 146,2"
Kraje,NL - Holandia,2014,Wartość usług nabytych,"5 774 005,3"
Kraje,NL - Holandia,2015,Wartość usług nabytych,"6 053 749,2"
Kraje,NL - Holandia,2016,Wartość usług nabytych,"6 702 397,8"
Kraje,NL - Holandia,2017,Wartość usług nabytych,"7 244 051,1"
Kraje,NL - Holandia,2018,Wartość usług nabytych,"8 486 649,3"
Kraje,NL - Holandia,2019,Wartość usług nabytych,"9 358 211,7"
Kraje,NL - Holandia,2020,Wartość usług nabytych,"10 223 673,7"
Kraje,NL - Holandia,2021,Wartość usług nabytych,"11 545 284,6"
Kraje,NL - Holandia,2022,Wartość usług nabytych,.
Kraje,NO - Norwegia,2010,Wartość importu towarów według krajów pochodzenia,"8 096 128,9"
Kraje,NO - Norwegia,2011,Wartość importu towarów według krajów pochodzenia,"9 717 911,0"
Kraje,NO - Norwegia,2012,Wartość importu towarów według krajów pochodzenia,"9 229 413,1"
Kraje,NO - Norwegia,2013,Wartość importu towarów według krajów pochodzenia,"12 237 427,7"
Kraje,NO - Norwegia,2014,Wartość importu towarów według krajów pochodzenia,"9 669 714,8"
Kraje,NO - Norwegia,2015,Wartość importu towarów według krajów pochodzenia,"9 201 454,8"
Kraje,NO - Norwegia,2016,Wartość importu towarów według krajów pochodzenia,"8 235 911,0"
Kraje,NO - Norwegia,2017,Wartość importu towarów według krajów pochodzenia,"9 406 431,9"
Kraje,NO - Norwegia,2018,Wartość importu towarów według krajów pochodzenia,"10 715 499,8"
Kraje,NO - Norwegia,2019,Wartość importu towarów według krajów pochodzenia,"9 777 728,9"
Kraje,NO - Norwegia,2020,Wartość importu towarów według krajów pochodzenia,"9 331 028,1"
Kraje,NO - Norwegia,2021,Wartość importu towarów według krajów pochodzenia,"12 790 004,2"
Kraje,NO - Norwegia,2022,Wartość importu towarów według krajów pochodzenia,"23 019 818,5"
Kraje,NO - Norwegia,2010,Wartość importu towarów według krajów wysyłki,"6 440 418,1"
Kraje,NO - Norwegia,2011,Wartość importu towarów według krajów wysyłki,"8 132 927,8"
Kraje,NO - Norwegia,2012,Wartość importu towarów według krajów wysyłki,"8 045 115,7"
Kraje,NO - Norwegia,2013,Wartość importu towarów według krajów wysyłki,"10 622 154,2"
Kraje,NO - Norwegia,2014,Wartość importu towarów według krajów wysyłki,"7 888 683,1"
Kraje,NO - Norwegia,2015,Wartość importu towarów według krajów wysyłki,"6 876 115,1"
Kraje,NO - Norwegia,2016,Wartość importu towarów według krajów wysyłki,"4 922 677,5"
Kraje,NO - Norwegia,2017,Wartość importu towarów według krajów wysyłki,"6 927 074,7"
Kraje,NO - Norwegia,2018,Wartość importu towarów według krajów wysyłki,"6 502 442,2"
Kraje,NO - Norwegia,2019,Wartość importu towarów według krajów wysyłki,"6 612 341,2"
Kraje,NO - Norwegia,2020,Wartość importu towarów według krajów wysyłki,"5 835 689,4"
Kraje,NO - Norwegia,2021,Wartość importu towarów według krajów wysyłki,"7 438 218,8"
Kraje,NO - Norwegia,2022,Wartość importu towarów według krajów wysyłki,"15 939 109,5"
Kraje,NO - Norwegia,2010,Wartość usług nabytych,"825 444,6"
Kraje,NO - Norwegia,2011,Wartość usług nabytych,"943 978,5"
Kraje,NO - Norwegia,2012,Wartość usług nabytych,"888 673,9"
Kraje,NO - Norwegia,2013,Wartość usług nabytych,"1 033 320,5"
Kraje,NO - Norwegia,2014,Wartość usług nabytych,"1 173 112,9"
Kraje,NO - Norwegia,2015,Wartość usług nabytych,"1 257 528,5"
Kraje,NO - Norwegia,2016,Wartość usług nabytych,"1 355 713,8"
Kraje,NO - Norwegia,2017,Wartość usług nabytych,"1 254 535,8"
Kraje,NO - Norwegia,2018,Wartość usług nabytych,"1 405 729,1"
Kraje,NO - Norwegia,2019,Wartość usług nabytych,"1 517 425,4"
Kraje,NO - Norwegia,2020,Wartość usług nabytych,"1 407 000,5"
Kraje,NO - Norwegia,2021,Wartość usług nabytych,"1 699 656,7"
Kraje,NO - Norwegia,2022,Wartość usług nabytych,.
Kraje,NP - Nepal,2010,Wartość importu towarów według krajów pochodzenia,"1 394,3"
Kraje,NP - Nepal,2011,Wartość importu towarów według krajów pochodzenia,"686,5"
Kraje,NP - Nepal,2012,Wartość importu towarów według krajów pochodzenia,"1 163,4"
Kraje,NP - Nepal,2013,Wartość importu towarów według krajów pochodzenia,"559,4"
Kraje,NP - Nepal,2014,Wartość importu towarów według krajów pochodzenia,"839,6"
Kraje,NP - Nepal,2015,Wartość importu towarów według krajów pochodzenia,"1 088,4"
Kraje,NP - Nepal,2016,Wartość importu towarów według krajów pochodzenia,"1 510,5"
Kraje,NP - Nepal,2017,Wartość importu towarów według krajów pochodzenia,"1 288,3"
Kraje,NP - Nepal,2018,Wartość importu towarów według krajów pochodzenia,"1 766,3"
Kraje,NP - Nepal,2019,Wartość importu towarów według krajów pochodzenia,"2 537,5"
Kraje,NP - Nepal,2020,Wartość importu towarów według krajów pochodzenia,"2 071,6"
Kraje,NP - Nepal,2021,Wartość importu towarów według krajów pochodzenia,"3 596,5"
Kraje,NP - Nepal,2022,Wartość importu towarów według krajów pochodzenia,"5 287,0"
Kraje,NP - Nepal,2010,Wartość importu towarów według krajów wysyłki,"704,2"
Kraje,NP - Nepal,2011,Wartość importu towarów według krajów wysyłki,"522,1"
Kraje,NP - Nepal,2012,Wartość importu towarów według krajów wysyłki,"707,3"
Kraje,NP - Nepal,2013,Wartość importu towarów według krajów wysyłki,"505,0"
Kraje,NP - Nepal,2014,Wartość importu towarów według krajów wysyłki,"626,4"
Kraje,NP - Nepal,2015,Wartość importu towarów według krajów wysyłki,"1 599,4"
Kraje,NP - Nepal,2016,Wartość importu towarów według krajów wysyłki,"636,1"
Kraje,NP - Nepal,2017,Wartość importu towarów według krajów wysyłki,"1 023,0"
Kraje,NP - Nepal,2018,Wartość importu towarów według krajów wysyłki,"1 319,0"
Kraje,NP - Nepal,2019,Wartość importu towarów według krajów wysyłki,"1 514,1"
Kraje,NP - Nepal,2020,Wartość importu towarów według krajów wysyłki,"1 007,4"
Kraje,NP - Nepal,2021,Wartość importu towarów według krajów wysyłki,"2 422,9"
Kraje,NP - Nepal,2022,Wartość importu towarów według krajów wysyłki,"3 910,3"
Kraje,NP - Nepal,2010,Wartość usług nabytych,"808,8"
Kraje,NP - Nepal,2011,Wartość usług nabytych,"886,0"
Kraje,NP - Nepal,2012,Wartość usług nabytych,"468,4"
Kraje,NP - Nepal,2013,Wartość usług nabytych,"846,5"
Kraje,NP - Nepal,2014,Wartość usług nabytych,"8 643,8"
Kraje,NP - Nepal,2015,Wartość usług nabytych,"12 816,6"
Kraje,NP - Nepal,2016,Wartość usług nabytych,"11 385,3"
Kraje,NP - Nepal,2017,Wartość usług nabytych,"957,3"
Kraje,NP - Nepal,2018,Wartość usług nabytych,"1 450,2"
Kraje,NP - Nepal,2019,Wartość usług nabytych,"1 598,3"
Kraje,NP - Nepal,2020,Wartość usług nabytych,"318,0"
